1.984512214109875883e-01,1.145845141360705977e-01,3.079152943078869997e-01,1.624441839638289531e-01,2.542808930156137751e-02,6.521371013110661696e-01,4.175699869337930192e-02,7.952486709516917163e-01,5.199096512135050752e-01,9.828101421462294152e-01,6.269626318067746951e-01
2.926431194258406476e-01,2.084033766114057884e-01,7.950946796499033242e-01,2.472308940924121401e-01,5.176570927320775506e-02,6.250883259001119852e-01,3.862234461759200821e-02,8.537775153802410477e-01,5.990939248726084854e-01,9.251072641890718540e-01,6.976426859572634198e-01
2.008307409367784124e-01,1.904853304324856667e-01,6.944956127142910551e-01,1.310283456110230005e-01,6.692636191825765413e-02,4.656401364107718432e-01,7.897839565935220463e-02,9.414670660216820641e-01,5.697374592617364675e-01,8.800815063688723905e-01,9.147404322923062825e-01
2.115273688455953649e-01,1.556307087780206266e-01,5.121851047391816625e-01,1.387783004628493078e-01,5.422860485785666734e-02,6.673791252817850017e-01,3.119850113085177387e-02,5.859776206045620439e-01,5.806818153657963277e-01,6.075966521419582378e-01,4.225008410836753048e-01
2.143237194717671767e-01,1.986056018083942609e-01,6.364233175965925415e-01,1.216546546753937419e-01,4.690173693536514588e-02,7.796121610007200609e-01,5.253795254093038269e-02,8.948679643961641172e-01,4.506244402066066357e-01,5.215911486783890716e-01,9.623484956543948421e-01
2.319701940089303471e-01,1.866024828878512787e-01,8.101030139199185687e-01,2.356244207009435543e-01,5.088046054073453589e-02,6.717397935889347638e-01,8.229721854211885512e-02,9.577550411912376660e-01,4.961710331322084500e-01,6.159612239892866548e-01,8.064923981825775634e-01
2.282550120676126726e-01,2.140983611485809401e-01,9.373283852634012314e-01,1.466428795070345015e-01,3.552554618457250124e-02,4.853279400444613367e-01,5.690702036598514757e-02,9.986413819804796921e-01,4.446362773510282862e-01,3.463902792829245403e-01,8.612307217255291691e-01
1.309106557676015525e-01,1.754382534879285749e-01,6.567138844951481147e-01,1.254275076951159029e-01,6.265919904112267347e-02,6.519145267219091933e-01,5.305516325252943033e-02,8.102130815600325775e-01,5.740970035876620248e-01,9.977663121892371700e-01,8.836410667174187106e-01
2.198531942185852350e-01,8.392970234231333926e-02,6.296908842330071199e-01,1.507316237463612874e-01,6.109118790022729367e-02,6.182405577829813703e-01,6.155810271312481957e-02,9.852767287617907321e-01,4.910913733188039809e-01,8.955445245750802696e-01,9.705004581457858936e-01
3.122360937633741895e-01,2.303731636195588128e-01,7.468518978875595682e-01,2.017431826613818591e-01,5.163542956148059471e-02,2.605454116673024956e-01,4.616370711856958298e-02,9.982434907557078407e-01,4.872674543762338661e-01,8.485471182703119286e-01,7.970070016107514421e-01
2.109475575241187839e-01,1.538954822771763653e-01,7.495830493638812042e-01,2.524255082596266742e-01,6.412903139428113852e-02,8.241770967917292356e-01,3.534717664728036224e-02,6.260297904787470724e-01,7.399186000315642886e-01,8.452448853724392475e-01,9.169100520487466488e-01
